,총자산규모(Size),부채비율(DEB),자기자본비율(DEB),매출액증가율,배당률,ESG,E,S,G,평가연도,업종명,현금흐름(CF),PBR
이월드,182119768000.0,79.86,55.6,0.0,0.0,B이하,C,B이하,C,2011,서비스업,-0.3414000887820422,0.955
이화산업,278185767000.0,31.88,75.83,13.19,0.0,B이하,C,B이하,B이하,2011,유통업,-0.10206087247846356,0.7050000000000001
인디에프,226869416000.0,116.7,46.15,0.0,0.0,B이하,B,B이하,B이하,2011,섬유의복,-0.057788646283217907,0.475
인지컨트롤스,696904496000.0,149.3,40.11,28.71,19.16,C,C,C,B이하,2011,운수장비,0.038600334009546995,0.9299999999999999
인천도시가스,313768840000.0,144.45,40.91,8.39,23.54,B이하,C,B이하,C,2011,전기가스업,0.03337465221409008,0.685
인팩,133648270000.0,128.42,43.78,-12.49,24.0,B이하,C,B이하,B이하,2011,운수장비,0.11672643666657333,1.26
일성건설,259616139000.0,74.46,57.32,45.2,3.81,B이하,C,B이하,B이하,2011,건설업,-0.006099369443007408,0.2
일성신약,413192112000.0,24.57,80.28,-0.59,5.22,B이하,C,B이하,C,2011,의약품,0.12089732229436762,0.65
일신방직,753480516000.0,24.88,80.08,2.26,19.25,B이하,B,B이하,C,2011,섬유의복,-0.054650147886739546,0.49
일신석재,79468694000.0,43.59,69.64,27.79,0.0,B이하,C,B이하,C,2011,비금속광물,-0.05875722350434325,2.2
일양약품,320522794000.0,155.74,39.1,1.86,3.79,B이하,B,B이하,C,2011,의약품,0.1383479015857428,2.98
일정실업,66241646000.0,34.68,74.25,37.47,25.0,B이하,C,B이하,C,2011,섬유의복,-0.004489460484735354,0.43500000000000005
일진전기,768646689000.0,130.33,43.42,-2.57,8.0,B+,B,B+,B+,2011,전기전자,-0.004750480275642532,0.895
일진홀딩스,1036430305000.0,132.15,43.08,-1.43,4.21,B이하,C,C,B이하,2011,서비스업,0.035292828069280885,0.5599999999999999
자화전자,236877981000.0,55.98,64.11,94.48,33.87,B이하,C,B이하,B이하,2011,전기전자,0.08965634229959728,1.035
전방,519574669000.0,119.64,45.53,-7.35,0.0,B이하,C,B이하,C,2011,섬유의복,-0.09500223801783339,0.28500000000000003
제일기획,1810592894000.0,152.24,39.65,21.27,76.09,C,B,C,C,2011,서비스업,0.08104112412396,3.13
조광페인트,201751646000.0,73.76,57.55,7.86,29.53,B이하,C,B이하,B이하,2011,화학,-0.019653237213915663,0.47
조광피혁,176728999000.0,32.04,75.73,0.0,1.05,C,C,C,C,2011,기타제조업,-0.027097095730689746,0.635
조비,84471791000.0,666.84,13.04,-16.79,0.0,B이하,C,B이하,C,2011,화학,-0.043405462924492676,3.22
조선내화,1153672463000.0,85.52,53.9,9.46,48.75,B이하,C,B이하,C,2011,비금속광물,0.03512744722809997,0.5900000000000001
조일알미늄,291361368000.0,74.52,57.3,-2.73,4.0,C,B,C,B이하,2011,철강금속,0.03249714281541263,0.43500000000000005
조흥,132879902000.0,51.08,66.19,48.42,50.0,C,B,C,B이하,2011,음식료품,0.04910747471368572,0.45999999999999996
종근당바이오,198292672000.0,66.63,60.01,-9.08,13.73,C,C,C,B이하,2011,의약품,0.11728705597756783,0.7250000000000001
주연테크,38168437000.0,28.88,77.59,-40.91,0.0,B이하,B,B이하,C,2011,전기전자,-0.07101812418708406,0.61
진도,180096209000.0,134.36,42.67,23.23,60.01,C,B,C,C,2011,유통업,-0.11075417524802741,0.77
진양산업,31173990000.0,27.87,78.2,0.0,40.0,C,C,C,C,2011,화학,0.12372571685459638,1.0
진양홀딩스,516628401000.0,44.38,69.26,15.85,11.0,B이하,B,B이하,C,2011,서비스업,0.11361843020222001,0.495
진양화학,39100954000.0,63.22,61.27,8.34,15.0,C,B,C,B이하,2011,화학,0.004719600332693844,0.92
진흥기업,662747609000.0,0.0,0.0,-7.34,0.0,B이하,B,B이하,B이하,2011,건설업,-0.10859013759845557,0.0
참엔지니어링,209208583000.0,102.79,49.31,1.03,11.96,B이하,B,B이하,C,2011,기계,0.04739646369045073,0.9850000000000001
천일고속,54678596000.0,33.03,75.17,1.77,0.0,C,C,C,C,2011,운수창고업,0.06747624368445859,1.085
카프로,887539265000.0,72.99,57.81,26.0,200.0,B이하,B,B이하,B이하,2011,화학,0.22265763623194681,2.375
코리아써키트,419488244000.0,69.04,59.16,25.95,0.0,B이하,B,B이하,B이하,2011,전기전자,0.012634834800111894,0.76
코스모신소재,218464597000.0,109.9,47.64,-3.94,0.0,B이하,B,B이하,C,2011,화학,-0.044712685061048675,1.0
코스모화학,527599743000.0,107.1,48.29,38.2,0.0,B이하,B,B이하,B이하,2011,화학,-0.06189415987801685,0.755
코아스,105316982000.0,168.52,37.24,6.64,0.0,B이하,C,B이하,B이하,2011,기타제조업,0.015135089632749685,0.7450000000000001
코오롱,3808664515000.0,282.9,26.12,115.41,10.08,B이하,B,B이하,B이하,2011,서비스업,0.03164870939924296,0.605
콤텍시스템,116722640000.0,131.87,43.13,13.48,0.0,B이하,B,B이하,C,2011,서비스업,0.026082373247844595,0.635
키움증권,4555024498000.0,552.68,15.32,6.28,16.0,B이하,B,B이하,C,2011,증권,0.17701585531361444,1.75
태경산업,422190911000.0,62.46,61.55,19.5,30.0,B이하,B,B이하,C,2011,화학,0.08105835603798865,0.75
태광산업,3834259530000.0,49.15,67.05,21.3,26.46,B이하,B,B이하,B이하,2011,화학,0.21966546113235494,0.8049999999999999
태림포장,517230256000.0,66.68,60.0,13.59,3.98,C,C,C,B이하,2011,종이목재,0.018967639765198035,0.31
태영건설,2936605061000.0,154.83,39.24,29.22,16.62,C,B+,C,B이하,2011,건설업,0.09347652423245419,0.6799999999999999
태원물산,47711093000.0,65.02,60.6,18.86,19.27,C,B,C,C,2011,운수장비,0.08823292927286394,0.51
태평양물산,321869195000.0,195.77,33.81,0.0,6.91,B이하,B,B이하,C,2011,섬유의복,-0.015998373982267524,0.335
텔코웨어,111961617000.0,25.49,79.69,11.75,40.66,B이하,B,B이하,C,2011,서비스업,0.2755203459884174,0.91
티에이치엔,138935629000.0,170.24,37.0,29.85,8.63,B이하,C,B이하,B이하,2011,전기전자,0.02482794064687321,0.63
파미셀,101152986000.0,22.14,81.88,42.47,0.0,C,C,C,C,2011,섬유의복,-1.5722368577681682,90.23
팜스코,496991334000.0,146.66,40.54,0.53,0.0,B이하,C,B이하,B이하,2011,음식료품,0.038425200631747765,0.65
퍼스텍,116424272000.0,69.69,58.93,6.51,0.0,B이하,B,B이하,C,2011,기계,0.05552720043451886,1.8199999999999998
퍼시스,348015874000.0,18.75,84.21,0.0,47.95,B이하,B,B이하,B이하,2011,기타제조업,0.00956635086930693,1.185
페이퍼코리아,418284547000.0,253.3,28.3,13.37,0.0,B이하,C,B이하,C,2011,종이목재,-0.1286804108438474,6.36
평화산업,66945856000.0,235.22,29.83,0.0,0.0,B이하,B,B이하,B이하,2011,운수장비,-0.04454290423950785,1.4249999999999998
평화홀딩스,602375346000.0,243.64,29.1,8.19,18.93,B이하,B,B이하,C,2011,서비스업,-0.016542650703229148,0.53
풍산,2626526476000.0,178.48,35.91,6.41,8.0,B이하,B+,B이하,B+,2011,철강금속,0.0031435717697222976,1.155
풍산홀딩스,581445901000.0,21.79,82.11,-43.01,12.21,B이하,B,B이하,C,2011,서비스업,0.09458793541660732,0.685
하나금융지주,16604391000000.0,28.05,78.09,-80.05,5.95,B+,A+,B+,B이하,2011,기타금융,-0.2958364705688221,0.74
하이스틸,257771024000.0,111.85,47.2,57.78,3.0,B이하,B,B이하,C,2011,철강금속,-0.10041995787492876,0.44
하이트진로,3573282814000.0,151.06,39.83,28.81,23.17,C,B,C,B+,2011,음식료품,0.17067789319611174,1.71
한국가스공사,36010498709000.0,347.67,22.34,25.3,14.28,A,A,A,B+,2011,전기가스업,-0.01654565449514195,0.42000000000000004
한국공항,395898225000.0,43.12,69.87,9.27,9.66,B이하,C,B이하,B이하,2011,운수창고업,0.0422832008795451,0.535
한국내화,189906757000.0,159.27,38.57,17.23,20.0,B이하,B,B이하,C,2011,비금속광물,0.18524004272249925,0.72
한국쉘석유,119139746000.0,54.16,64.87,14.89,278.57,B이하,B,B이하,C,2011,화학,0.045164525372007235,4.975
한국전자홀딩스,277755785000.0,70.6,58.62,-8.44,0.0,B이하,B,B이하,C,2011,서비스업,-0.021698614701179383,0.24000000000000002
한국주강,83528606000.0,13.18,88.35,9.03,0.0,C,B,C,C,2011,기계,0.06779797062088165,0.5549999999999999
한국철강,1015150137000.0,50.61,66.4,8.51,17.99,B+,B+,B+,C,2011,철강금속,0.04619414122011558,0.4
한국카본,276531776000.0,49.03,67.1,-8.32,14.83,B이하,B,B이하,B이하,2011,기계,-0.09333974513727142,0.9299999999999999
한국화장품제조,43611977000.0,28.44,77.86,-38.67,0.0,B이하,C,B이하,C,2011,화학,-0.1036470630273136,0.65
한농화성,120129408000.0,78.07,56.16,11.99,19.56,B이하,B,B이하,B이하,2011,화학,0.013818403984196932,0.845
한미반도체,204374193000.0,20.37,83.08,-20.78,19.59,B이하,B+,B이하,C,2011,기계,-0.04261258073133297,1.12
한샘,394729625000.0,95.0,51.28,13.69,47.87,B+,B,B+,B이하,2011,유통업,0.10834957417241448,2.3049999999999997
한섬,794253533000.0,12.79,88.66,11.96,83.85,B이하,B,B이하,C,2011,섬유의복,0.11280659647644321,1.02
한성기업,165670477000.0,166.77,37.49,0.0,3.4,B이하,C,B이하,C,2011,음식료품,-0.00558730480896146,1.125
한세실업,513994136000.0,172.43,36.71,14.75,20.0,B이하,B,B이하,C,2011,섬유의복,0.1141864426907235,1.45
한세예스24홀딩스,693150743000.0,144.78,40.85,12.38,16.0,C,B,C,C,2011,서비스업,0.09165535422425303,1.6949999999999998
한솔케미칼,321824251000.0,111.37,47.31,21.64,8.93,B이하,B,B이하,B+,2011,화학,0.038266447808941645,1.465
한솔테크닉스,486477959000.0,160.39,38.4,-46.46,0.0,B이하,B,B이하,C,2011,전기전자,-0.00821431963760673,2.06
한솔홈데코,262213173000.0,161.3,38.27,21.88,0.0,C,C,C,B이하,2011,종이목재,0.021260197896721136,0.5800000000000001
한신공영,1290922344000.0,301.74,24.89,-17.01,2.85,C,B,C,B이하,2011,건설업,-0.03897198324621581,0.325
한양증권,733994802000.0,181.72,35.5,14.42,14.98,B+,B+,B+,B이하,2011,증권,-0.8163347816614489,0.5
한올바이오파마,105455816000.0,107.99,48.08,-17.96,0.0,B+,B,B+,C,2011,의약품,0.084536438508118,10.915000000000001
한익스프레스,83431553000.0,390.54,20.39,0.0,0.0,B이하,B,B이하,B이하,2011,운수창고업,0.00038596343902725044,2.085
한일철강,377986500000.0,113.79,46.78,13.49,0.0,C,C,C,B이하,2011,철강금속,0.059399184215399546,0.2
한진,1793121990000.0,133.73,42.78,9.99,7.89,B이하,B,B이하,C,2011,운수창고업,0.05197817546792047,0.44999999999999996
한진중공업홀딩스,1980735000000.0,52.21,65.7,0.1,4.2,B이하,B+,B이하,C,2011,서비스업,0.02788485118768635,0.32
한창,32875105000.0,61.15,62.05,0.0,0.0,B이하,C,B이하,C,2011,유통업,0.24150233748793978,0.96
한창제지,154596738000.0,255.98,28.09,6.0,0.0,B이하,B,B이하,C,2011,종이목재,0.07039950320055194,0.67
한화,15029730755000.0,197.1,33.66,-15.8,8.3,B이하,A,B이하,B+,2011,화학,0.05398807392180147,1.37
한화손해보험,5244977362000.0,1417.98,6.59,73.17,0.0,B이하,B+,B이하,B이하,2011,보험,-0.006762363611215323,1.68
현대건설,11871889261000.0,172.07,36.75,4.77,10.0,A,B+,A,A,2011,건설업,-0.013066260034148958,1.87
현대글로비스,3826579602000.0,156.52,38.98,30.83,300.0,B+,B,B+,B이하,2011,운수창고업,0.02874577279752805,5.07
현대모비스,22575648000000.0,63.66,61.1,18.75,34.05,A,B+,A,B+,2011,운수장비,0.08212388568761644,2.9299999999999997
현대미포조선,7824563657000.0,129.55,43.56,11.74,39.18,B+,B,B이하,C,2011,운수장비,-0.12557592280654875,1.02
현대백화점,4720062645000.0,63.19,61.28,13.26,12.8,B+,B+,B+,C,2011,유통업,0.21525258064906996,1.7650000000000001
현대비앤지스틸,622203431000.0,142.53,41.23,0.0,0.0,B이하,B,B이하,B이하,2011,철강금속,0.023699843249029306,1.2550000000000001
현대제철,21776708194000.0,138.81,41.87,49.09,9.88,A,B+,A,B+,2011,철강금속,0.052534444970953616,1.0699999999999998
혜인,199424354000.0,78.6,55.99,0.0,21.16,B이하,C,B이하,C,2011,유통업,0.014695702915829976,0.8
호텔신라,1385303349000.0,130.33,43.42,23.06,5.92,B이하,B,B이하,B이하,2011,유통업,0.011658791756519023,2.225
화성산업,486925661000.0,135.18,42.52,2.16,0.0,B+,B+,B+,C,2011,건설업,0.14257257261736497,0.21
화신,887893456000.0,144.45,40.91,7.21,20.0,B이하,C,B이하,C,2011,운수장비,0.04534285401956629,2.04
화천기계,194379195000.0,85.39,53.94,32.84,18.0,B이하,B,B이하,B이하,2011,기계,0.02323853940526622,0.67
화천기공,312696483000.0,49.46,66.91,52.12,25.0,B이하,B,B이하,C,2011,기계,0.03489016928127348,0.63
환인제약,166109686000.0,10.85,90.21,4.13,39.35,B이하,B,B이하,C,2011,의약품,0.13734682691193098,0.995
황금에스티,257748613000.0,62.19,61.65,15.22,27.69,B이하,B,B이하,C,2011,철강금속,0.008922162779593741,0.535
효성,13623189543000.0,360.19,21.73,11.78,18.95,B이하,B+,B이하,B+,2011,화학,-0.046665451414589415,0.9950000000000001
후성,308040011000.0,140.7,41.55,26.01,0.0,B이하,C,B이하,B이하,2011,화학,0.09138637141829246,4.8100000000000005
휴스틸,536914288000.0,40.52,71.16,11.36,20.0,C,B,C,B이하,2011,철강금속,0.093484266935018,0.385
흥아해운,530943511000.0,368.79,21.33,12.78,1.38,B이하,B,B이하,C,2011,운수창고업,-0.008445250248532961,0.705
CS홀딩스,191295610000.0,12.74,88.7,-5.22,0.0,C,C,B이하,C,2012,서비스업,0.026898447747724964,0.31
KISCO홀딩스,789682784000.0,10.74,90.3,-8.05,14.9,B이하,B,B이하,B이하,2012,서비스업,0.007433268947702894,0.275
LG이노텍,4886285404000.0,285.26,25.96,16.76,0.0,A,B+,A,A,2012,전기전자,0.07158874560572416,1.62
MH에탄올,134385813000.0,238.69,29.53,33.46,0.0,B이하,B,B이하,B이하,2012,음식료품,-0.08208719774361523,0.51
OCI,7283049629000.0,102.78,49.31,-24.73,7.5,A,B+,A,A,2012,화학,0.004965558193419337,1.665
SH에너지화학,103690070000.0,59.82,62.57,11.97,0.0,B이하,B,B이하,B이하,2012,화학,-0.00441208842468152,1.6400000000000001
SIMPAC,318665505000.0,69.63,58.95,4.64,18.58,B이하,B,B이하,B이하,2012,기계,0.05762780837829321,1.07
SK이노베이션,33831080372000.0,106.94,48.32,7.25,63.66,A,A,B+,A,2012,서비스업,0.015841202866148554,1.28
STX,5067029000000.0,236.31,29.73,3.22,4.83,B+,B,B+,B+,2012,유통업,0.04068865313278732,0.6749999999999999
STX엔진,3213865730000.0,249.13,28.64,-41.93,0.0,B+,B,A,A,2012,기계,0.051790250844376405,0.57
가온전선,517141282000.0,95.38,51.18,-2.59,11.33,B이하,B,B이하,B이하,2012,전기전자,0.03868445910051297,0.31
강원랜드,2906655321000.0,22.54,81.61,2.41,143.09,B+,B+,A,B+,2012,서비스업,0.3445014370383528,2.6
경농,269412832000.0,77.55,56.32,0.0,11.95,B이하,B,B이하,B+,2012,화학,0.0878435683597708,0.47
경동나비엔,299729837000.0,70.42,58.68,11.07,9.91,B이하,C,B이하,B이하,2012,전기전자,0.05950949987873675,0.825
경방,1335039930000.0,115.08,46.49,-4.17,0.0,B이하,B,B이하,B이하,2012,섬유의복,0.053321198158853424,0.345
경인양행,287452678000.0,64.27,60.88,-6.22,9.58,B이하,B,B이하,B+,2012,화학,0.09515731949989811,0.795
경인전자,63740263000.0,11.86,89.4,0.0,6.11,B이하,B,B이하,B이하,2012,전기전자,0.06679449742401804,0.41
계양전기,174553310000.0,20.94,82.69,5.44,10.04,B이하,B,B+,B이하,2012,기계,0.06061711953357577,0.675
고려산업,148320365000.0,138.9,41.86,8.05,2.9,B이하,C,B이하,B이하,2012,음식료품,-0.04424586185148302,0.405
고려아연,4940542141000.0,23.95,80.68,-1.06,93.66,B+,B+,B이하,B+,2012,철강금속,0.09111718518549328,2.03
고려제강,1813977723000.0,44.08,69.41,-0.13,34.99,B이하,C,B이하,B이하,2012,철강금속,0.1074932279440734,0.595
광동제약,389433837000.0,45.71,68.63,5.94,4.67,B이하,B,B이하,B이하,2012,의약품,0.06907211202621029,1.0150000000000001
광명전기,131064345000.0,108.06,48.06,26.88,0.0,B이하,B,B이하,B이하,2012,전기전자,0.029316517636755517,2.835
광전자,282485538000.0,34.96,74.1,-18.29,0.0,B이하,B,B이하,B이하,2012,전기전자,0.13728241382421802,0.75
광주신세계,430662968000.0,19.09,83.97,-2.65,25.0,B이하,B,B+,B이하,2012,유통업,0.2634196780606245,0.92
교보증권,4597488388000.0,692.14,12.62,70.18,1.93,B이하,B,B이하,B이하,2012,증권,-0.2315093215218764,0.395
국도화학,547775296000.0,62.63,61.49,-3.82,20.0,B이하,B,B이하,B+,2012,화학,0.0734701307135009,0.955
국동,65808287000.0,598.4,14.32,-10.45,0.0,B이하,B,B이하,B이하,2012,유통업,0.036608833119666014,2.66
국보,98494841000.0,191.46,34.31,-6.35,0.98,B이하,C,B이하,B이하,2012,운수창고업,-0.027226919338286495,0.8
국제약품,114924400000.0,107.62,48.16,0.0,0.0,B이하,B,B이하,B이하,2012,의약품,0.015227968186718578,0.8599999999999999
극동유화,197891858000.0,91.55,52.21,5.58,14.0,B이하,B,B이하,B이하,2012,화학,0.09524504629075428,0.7
금강공업,499093977000.0,146.89,40.5,28.88,6.32,B이하,B,B이하,B이하,2012,철강금속,0.21194026716808217,0.365
금양,127557393000.0,180.08,35.7,11.93,5.98,B이하,B,B이하,B이하,2012,화학,0.029315254030762912,1.1099999999999999
금호전기,509300064000.0,135.5,42.46,20.46,1.73,B이하,B,B이하,B이하,2012,전기전자,0.02825487803111987,0.735
금호타이어,4781013149000.0,414.02,19.45,3.95,0.0,B이하,C,B이하,B+,2012,화학,0.040184336651413244,1.535
깨끗한나라,423872333000.0,263.03,27.55,7.75,0.0,B이하,C,B이하,B+,2012,종이목재,0.06444460469259096,0.965
남광토건,436886733000.0,830.84,10.74,-41.52,0.0,B이하,B,B이하,B이하,2012,건설업,-0.18521985877281932,2.94
남선알미늄,236720122000.0,285.96,25.91,2.03,0.0,B이하,C,B이하,B이하,2012,철강금속,-0.012496827997230387,1.155
남성,221414593000.0,177.0,36.1,2.82,2.9,B이하,B,B이하,B이하,2012,유통업,-0.0841607700418267,0.365
남양유업,1033300099000.0,18.66,84.28,13.26,19.28,B이하,B,B이하,B이하,2012,음식료품,-0.007433787655818072,0.865
남해화학,563136207000.0,64.98,60.61,-2.73,1.22,B이하,C,B이하,B+,2012,화학,-0.012271557628917707,1.395
넥센,720858644000.0,36.94,73.03,1.46,8.04,B이하,B,B이하,B이하,2012,화학,0.1402969911022059,0.875
넥센타이어,2035745920000.0,200.35,33.29,18.93,11.44,B이하,C,B이하,B+,2012,화학,0.08567098958841879,2.8150000000000004
노루페인트,527545682000.0,136.88,42.22,8.16,40.02,B이하,B,B이하,B+,2012,화학,-0.013274749214874296,0.615
노루홀딩스,835907566000.0,124.74,44.5,6.87,42.92,B이하,B,B이하,B이하,2012,서비스업,0.01194615916032043,0.595
녹십자,954379520000.0,39.28,71.8,5.71,24.95,B이하,B,B이하,B+,2012,의약품,0.061357909707596275,2.315
녹십자홀딩스,1446337218000.0,48.67,67.26,4.72,75.02,B이하,B,B이하,B이하,2012,서비스업,0.002441241577711187,1.42
농심,2151310878000.0,47.42,67.83,0.22,76.05,B이하,B,B이하,B+,2012,음식료품,0.012863534568679025,1.085
농심홀딩스,968293002000.0,39.35,71.76,-2.99,40.0,B이하,B,B이하,B이하,2012,서비스업,0.09239730295971964,0.53
다우기술,4848503131000.0,323.74,23.6,-0.2,25.07,C,C,B이하,C,2012,서비스업,0.08404206112777779,1.425
대교,814113140000.0,30.9,76.39,-6.79,18.08,B이하,B+,B이하,B이하,2012,서비스업,0.0669875618028119,1.19
대구백화점,497635407000.0,25.85,79.46,-2.94,6.67,B이하,B,B+,B이하,2012,유통업,0.02082010530804837,0.39
대림통상,254351458000.0,83.46,54.51,-6.08,7.86,B이하,B,B이하,B이하,2012,기계,0.014683825341642129,0.505
대상,1621341813000.0,158.92,38.62,14.6,15.04,B이하,C,B+,B이하,2012,음식료품,0.059079198015544544,1.425
대상홀딩스,603349879000.0,37.05,72.97,16.47,12.02,B이하,B,B이하,B이하,2012,서비스업,0.5153850181567767,0.5449999999999999
대성산업,2652193606000.0,332.32,23.13,7.34,0.0,B이하,B,B이하,B이하,2012,유통업,-0.35383570373549633,0.24000000000000002
대성에너지,644594045000.0,140.09,41.65,11.59,25.0,B이하,B,B이하,B이하,2012,전기가스업,0.03589500016976409,0.655
대성홀딩스,1057796637000.0,122.71,44.9,10.62,25.0,B이하,B,B이하,B이하,2012,서비스업,0.038501945095745636,0.5599999999999999
대신증권,9870190020000.0,468.68,17.58,2.35,11.85,B+,A,B이하,B이하,2012,증권,-0.2281864743559541,0.65
